Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
CrO5 radical anion,4.4,CrO5-,6,6,0,0,0,5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.8333333333333334,0.0,131.99110000000002,21.99851666666667,18.25,12.476130833333334,74.856785,18.86,748.0,0.0,109.5,124.66666666666667,3.143333333333333,0.5,0.0
(H2O)30..O2CCO2 dianion,4.4,C2H60O34-2,96,36,60,2,0,34,0,0,0,0,0,0,34,0,0.625,0.020833333333333332,0.0,0.3541666666666667,0.0,628.468,6.546541666666666,4.92944375,13.556672103980416,1301.44052198212,254.06,2294.0,30.0,473.2266,23.895833333333332,2.6464583333333334,0.3333333333333333,-28.0
(H2O)19..O2C(CH2)6CO2 dianion,4.4,C8H50O23-2,81,31,50,8,0,23,0,0,0,0,0,0,23,0,0.6172839506172839,0.09876543209876543,0.0,0.2839506172839506,0.0,514.465,6.35141975308642,5.403154320987655,13.37307776524815,1083.2192989851,209.52,1141.0,6.25,437.6555,14.08641975308642,2.586666666666667,0.3333333333333333,-17.0
HO2C(CH2)4CO2 anion,4.401,C6H9O4-,19,10,9,6,0,4,0,0,0,0,0,0,4,0,0.47368421052631576,0.3157894736842105,0.0,0.21052631578947367,0.0,145.13400000000001,7.638631578947369,6.819157368421053,12.864203126174631,244.419859397318,48.86,150.0,1.5,129.56399000000002,7.894736842105263,2.571578947368421,0.3333333333333333,1.5
(MeCN)2..Br anion,4.404,C4H6BrN2-,13,7,6,4,2,0,0,0,0,0,1,0,3,1,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,162.01,12.462307692307691,8.310973846153846,12.885679199862462,167.513829598212,32.44,228.0,1.5,108.04266,17.53846153846154,2.4953846153846153,0.25,2.5
(H2O)15..O2C(CH2)6CO2 dianion,4.41,C8H42O19-2,69,27,42,8,0,19,0,0,0,0,0,0,19,0,0.6086956521739131,0.11594202898550725,0.0,0.2753623188405797,0.0,442.405,6.411666666666666,5.51302347826087,13.332747857789622,919.9596021874839,178.16,905.0,5.25,380.39862,13.115942028985508,2.5820289855072462,0.3333333333333333,-13.0
W4O10 anion,4.41,O10W4-,14,14,0,0,0,10,0,0,0,0,0,0,14,0,0.0,0.0,0.0,0.7142857142857143,0.0,895.35,63.95357142857143,23.214285714285715,11.974047857142859,167.63667,41.199999999999996,1614.0,0.0,325.0,115.28571428571429,2.9428571428571426,0.5,0.0
HO2C(CH2)5CO2 anion,4.423,C7H11O4-,22,11,11,7,0,4,0,0,0,0,0,0,4,0,0.5,0.3181818181818182,0.0,0.18181818181818182,0.0,159.161,7.234590909090909,6.812645909090909,12.858046208941909,282.877016596722,55.81,66.0,1.5714285714285714,149.87821,3.0,2.536818181818182,0.3333333333333333,1.5
(THF)8..I anion,4.43,C32H64IO8-,105,41,64,32,0,8,0,0,0,0,0,0,9,1,0.6095238095238096,0.3047619047619048,0.0,0.0761904761904762,0.009523809523809525,703.7604699999999,6.702480666666666,6.908143238095239,12.857378156008837,1350.024706380928,252.58,-1388.0,2.0,725.35504,-13.219047619047618,2.40552380952381,0.25,-0.5
"3,5-diCF3-benzoate anion",4.432,C9H3F6O2-,20,17,3,9,0,2,0,0,6,0,0,0,8,6,0.15,0.45,0.0,0.1,0.3,257.11141897199997,12.855570948599999,7.413066500000001,13.695546289955299,273.910925799106,60.31,855.0,0.3333333333333333,148.26133000000002,42.75,3.0155000000000003,0.24999999999999997,4.5
I2Br anion,4.433,BrI2-,3,3,0,0,0,0,0,0,0,0,1,0,3,3,0.0,0.0,0.0,0.0,1.0,333.71294,111.23764666666666,28.933333333333334,10.905427333333334,32.716282,8.280000000000001,636.0,0.0,86.8,212.0,2.7600000000000002,0.5,-1.5
(CO2)5..Br anion,4.435,C5BrO10-,16,16,0,5,0,10,0,0,0,0,1,0,11,1,0.0,0.3125,0.0,0.625,0.0625,299.949,18.7468125,8.15625,12.7684875,204.2958,50.11,1506.0,0.0,130.5,94.125,3.131875,0.3333333333333333,4.5
(CO2)11..I anion,4.437,C11IO22-,34,34,0,11,0,22,0,0,0,0,0,0,23,1,0.0,0.3235294117647059,0.0,0.6470588235294118,0.029411764705882353,611.00347,17.970690294117645,8.052941176470588,12.762106294117647,433.911614,106.38999999999999,3102.0,0.0,273.8,91.23529411764706,3.1291176470588233,0.3333333333333333,10.5
(MeCN)3..I anion,4.439,C6H9IN3-,19,10,9,6,3,0,0,0,0,0,0,0,4,1,0.47368421052631576,0.3157894736842105,0.15789473684210525,0.0,0.05263157894736842,250.06347,13.161235263157895,8.603367894736843,12.842171863016736,244.00126539731798,46.88,268.0,1.5,163.46399000000002,14.105263157894736,2.467368421052632,0.25,4.0
(CrO3)3 radical anion,4.44,Cr3O9-,12,12,0,0,0,9,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.75,0.0,299.97929999999997,24.998274999999996,24.724999999999998,11.90516875,142.862025,35.94,1434.0,0.0,296.7,119.5,2.9949999999999997,0.5,0.0
B3(BO)2 anion,4.44,B5O2-,7,7,0,0,0,2,0,0,0,0,0,5,7,0,0.0,0.0,0.0,0.2857142857142857,0.0,86.048,12.29257142857143,16.157142857142855,9.818029285714285,68.726205,17.08,275.0,0.0,113.1,39.285714285714285,2.44,0.5,0.0
(H2O)2..Br anion,4.44,BrH4O2-,7,3,4,0,0,2,0,0,0,0,1,0,3,1,0.5714285714285714,0.0,0.0,0.2857142857142857,0.14285714285714285,115.934,16.562,7.089777142857143,13.349094056972572,93.443658398808,18.64,314.0,0.0,49.62844,44.857142857142854,2.662857142857143,0.3333333333333333,-2.5
HO2CCO2 anion,4.44,C2HO4-,7,6,1,2,0,4,0,0,0,0,0,0,4,0,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,0.0,89.026,12.718,6.901015714285714,12.941604371386001,90.591230599702,21.06,486.0,0.5,48.30711,69.42857142857143,3.0085714285714285,0.3333333333333333,1.5
HO2C(CH2)6CO2 anion,4.449,C8H13O4-,25,12,13,8,0,4,0,0,0,0,0,0,4,0,0.52,0.32,0.0,0.16,0.0,173.188,6.9275199999999995,6.8076972,12.85336695184504,321.334173796126,62.76,-18.0,1.625,170.19243,-0.72,2.5103999999999997,0.3333333333333333,1.5
Fe2F6 anion,4.45,F6Fe2-,8,8,0,0,0,0,0,0,6,0,0,0,8,6,0.0,0.0,0.0,0.0,0.75,225.68041897199998,28.210052371499998,18.305,15.042732025000001,120.34185620000001,27.54,897.0,0.0,146.44,112.125,3.4425,0.5,-3.0
VF4..F anion,4.45,F5V-,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,145.93351581,24.322252634999998,17.616666666666667,15.64338116666667,93.86028700000001,21.529999999999998,721.5,0.0,105.7,120.25,3.588333333333333,0.5,-2.5
"(H2O)20..1,4-O2C-C6H4-CO2 dianion",4.45,C8H44O24-2,76,32,44,8,0,24,0,0,0,0,0,0,24,0,0.5789473684210527,0.10526315789473684,0.0,0.3157894736842105,0.0,524.4159999999999,6.900210526315789,5.472537368421052,13.358509820880105,1015.2467463868879,199.76000000000002,1504.0,5.5,415.91283999999996,19.789473684210527,2.628421052631579,0.3333333333333333,-14.0
Pt(SC(CN)=C(CN)S)2 anion,4.45,C8N4PtS4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,475.44,27.967058823529413,14.447058823529412,11.683393764705883,198.617694,45.08,1316.0,0.0,245.6,77.41176470588235,2.651764705882353,0.25,12.0
FeF3..FeF4 anion,4.45,F7Fe2-,9,9,0,0,0,0,0,0,7,0,0,0,9,7,0.0,0.0,0.0,0.0,0.7777777777777778,244.678822134,27.186535792666668,16.686666666666667,15.307186244444445,137.7646762,31.52,1025.5,0.0,150.18,113.94444444444444,3.502222222222222,0.5,-3.5
V8O20 anion,4.45,O20V8-,28,28,0,0,0,20,0,0,0,0,0,0,28,0,0.0,0.0,0.0,0.7142857142857143,0.0,727.512,25.982571428571426,28.642857142857142,11.654664142857143,326.330596,81.84,3332.0,0.0,802.0,119.0,2.922857142857143,0.5,0.0
NCCðCCðC anion,4.45,C5N-,6,6,0,5,1,0,0,0,0,0,0,0,1,0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,74.062,12.343666666666666,10.65,11.805928333333334,70.83557,15.79,106.0,0.0,63.9,17.666666666666668,2.6316666666666664,0.5,6.0
Au59 anion,4.455,Au59-,59,59,0,0,0,0,0,0,0,0,0,0,59,0,0.0,0.0,0.0,0.0,0.0,11621.027629999999,196.96657,36.0,9.225554,544.307686,141.6,8083.0,0.0,2124.0,137.0,2.4,1.0,0.0
CF3CO2 anion,4.457,C2F3O2-,7,7,0,2,0,2,0,0,3,0,0,0,5,3,0.0,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,113.01520948599999,16.14502992657143,6.345714285714286,14.575020857142858,102.025146,23.919999999999998,639.5,0.0,44.42,91.35714285714286,3.417142857142857,0.3333333333333333,0.5
Boron dioxide,4.46,BO2,3,3,0,0,0,2,0,0,0,0,0,1,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,42.808,14.269333333333334,10.366666666666667,11.844709666666667,35.534129,8.92,271.0,0.0,31.1,90.33333333333333,2.973333333333333,0.5,0.0
pentafluorobenzoate anion,4.467,C7F5O2-,14,14,0,7,0,2,0,0,5,0,0,0,7,5,0.0,0.5,0.0,0.14285714285714285,0.35714285714285715,211.06701581,15.076215414999998,7.742857142857143,13.798016142857142,193.172226,44.629999999999995,856.5,0.0,108.4,61.17857142857143,3.1878571428571427,0.3333333333333333,4.5
HO2C(CH2)7CO2 anion,4.467,C9H15O4-,28,13,15,9,0,4,0,0,0,0,0,0,4,0,0.5357142857142857,0.32142857142857145,0.0,0.14285714285714285,0.0,187.215,6.68625,6.803808928571429,12.8496903926975,359.79133099553,69.71,-102.0,1.6666666666666667,190.50665,-3.642857142857143,2.489642857142857,0.3333333333333333,1.5
(NH3)8..I anion,4.48,H24IN8-,33,9,24,0,8,0,0,0,0,0,0,0,9,1,0.7272727272727273,0.0,0.24242424242424243,0.0,0.030303030303030304,263.15247,7.974317272727273,6.068807272727272,13.729900193722665,453.08670639284793,79.78,476.0,0.0,200.27064,14.424242424242424,2.4175757575757575,0.3333333333333333,-4.5
U2F10 anion,4.5,F10U2-,12,12,0,0,0,0,0,0,10,0,0,0,12,10,0.0,0.0,0.0,0.0,0.8333333333333334,666.04185162,55.503487635,24.616666666666664,15.551358333333335,186.61630000000002,43.199999999999996,1490.0,0.0,295.4,124.16666666666667,3.5999999999999996,0.5,-5.0
(H2O)20..O2C(CH2)6CO2 dianion,4.5,C8H52O24-2,84,32,52,8,0,24,0,0,0,0,0,0,24,0,0.6190476190476191,0.09523809523809523,0.0,0.2857142857142857,0.0,532.48,6.339047619047619,5.380591904761904,13.381359799815524,1124.034223184504,217.36,1200.0,6.5,451.96972,14.285714285714286,2.587619047619048,0.3333333333333333,-18.0
TeF5,4.5,F5Te,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,222.59201581,37.09866930166667,9.450000000000001,16.020651333333333,96.123908,22.0,863.5,0.0,56.7,143.91666666666666,3.6666666666666665,0.5,-2.5
"2-Propenenitrile, 2-chloro-",4.5,C3H2ClN,7,5,2,3,1,0,0,0,0,1,0,0,2,1,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285,87.506,12.500857142857143,9.27346,12.639928028486285,88.479496199404,18.25,227.0,0.6666666666666666,64.91422,32.42857142857143,2.607142857142857,0.24999999999999994,2.5
H2O..(NC)2N anion,4.5,C2H2N3O-,8,6,2,2,3,1,0,0,0,0,0,0,4,0,0.25,0.25,0.375,0.125,0.0,84.05799999999999,10.507249999999999,7.3892775,13.3672362749255,106.937890199404,22.060000000000002,481.0,1.0,59.11422,60.125,2.7575000000000003,0.25,4.0
(CO2)12..I anion,4.506,C12IO24-,37,37,0,12,0,24,0,0,0,0,0,0,25,1,0.0,0.32432432432432434,0.0,0.6486486486486487,0.02702702702702703,655.01247,17.70303972972973,7.991891891891892,12.767784108108108,472.408012,115.82,3364.0,0.0,295.7,90.91891891891892,3.13027027027027,0.3333333333333333,11.5
HO2C(CH2)2CO2 anion,4.51,C4H5O4-,13,8,5,4,0,4,0,0,0,0,0,0,4,0,0.38461538461538464,0.3076923076923077,0.0,0.3076923076923077,0.0,117.08,9.006153846153847,6.8411961538461545,12.885041922962309,167.50554499851,34.96,318.0,1.25,88.93555,24.46153846153846,2.689230769230769,0.3333333333333333,1.5
(THF)9..I anion,4.51,C36H72IO9-,118,46,72,36,0,9,0,0,0,0,0,0,10,1,0.6101694915254238,0.3050847457627119,0.0,0.07627118644067797,0.00847457627118644,775.8674699999999,6.5751480508474565,6.880609491525424,12.85992703541139,1517.471390178544,283.82,-1589.0,2.0,811.91192,-13.466101694915254,2.4052542372881356,0.25,-0.5
Au4S anion,4.51,Au4S-,5,5,0,0,0,0,0,1,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,819.9262799999999,163.985256,32.68,9.452445200000001,47.262226000000005,12.18,732.0,0.0,163.4,146.4,2.436,0.5,0.0
NdCl3..Cl anion,4.519,Cl4Nd-,5,5,0,0,0,0,0,0,0,4,0,0,5,4,0.0,0.0,0.0,0.0,0.8,286.04200000000003,57.208400000000005,53.279999999999994,11.4791064,57.395531999999996,13.780000000000001,853.0,0.0,266.4,170.6,2.7560000000000002,0.5,-2.0
CsI..I anion,4.52,CsI2-,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.6666666666666666,386.71439196,128.90479732,155.56666666666666,8.265459242476666,24.79637772743,6.11,607.0,0.0,466.7,202.33333333333334,2.0366666666666666,0.5,-1.0
(THF)10..I anion,4.52,C40H80IO10-,131,51,80,40,0,10,0,0,0,0,0,0,11,1,0.6106870229007634,0.3053435114503817,0.0,0.07633587786259542,0.007633587786259542,847.97447,6.473087557251908,6.858540458015267,12.861970030352367,1684.91807397616,315.06,-1790.0,2.0,898.4688,-13.664122137404581,2.4050381679389314,0.25,-0.5
H2O..CN anion,4.54,CH2NO-,5,3,2,1,1,1,0,0,0,0,0,0,2,0,0.4,0.2,0.2,0.2,0.0,44.033,8.8066,6.602844,13.321868439880799,66.609342199404,13.43,197.0,2.0,33.01422,39.4,2.686,0.25,1.0
(H2O)5..N3 anion,4.54,H10N3O5-,18,8,10,0,3,5,0,0,0,0,0,0,8,0,0.5555555555555556,0.0,0.16666666666666666,0.2777777777777778,0.0,132.096,7.338666666666667,5.209505555555555,13.759833944278888,247.67701099702,48.32,733.0,0.0,93.7711,40.72222222222222,2.6844444444444444,0.3333333333333333,-2.0
nC3F7CO2 anion,4.54,C4F7O2-,13,13,0,4,0,2,0,0,7,0,0,0,9,7,0.0,0.3076923076923077,0.0,0.15384615384615385,0.5384615384615384,213.030822134,16.386986318,6.306153846153847,14.941307846153848,194.23700200000002,44.94,1137.5,0.0,81.98,87.5,3.4569230769230765,0.3333333333333333,0.5
Pd(SC(CN)=C(CN)S)2 anion,4.55,C8N4PdS4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,386.776,22.751529411764707,13.161176470588236,11.646806058823529,197.995703,45.08,1315.0,0.0,223.74,77.3529411764706,2.651764705882353,0.25,12.0
(H2O)2..MeCO2 anion,4.55,C2H7O4-,13,6,7,2,0,4,0,0,0,0,0,0,4,0,0.5384615384615384,0.15384615384615385,0.0,0.3076923076923077,0.0,95.074,7.313384615384615,5.796136153846154,13.244756784454921,172.18183819791398,34.260000000000005,258.0,3.5,75.34977,19.846153846153847,2.635384615384616,0.3333333333333333,-1.5
(THF)11..I anion,4.55,C44H88IO11-,144,56,88,44,0,11,0,0,0,0,0,0,12,1,0.6111111111111112,0.3055555555555556,0.0,0.0763888888888889,0.006944444444444444,920.08147,6.389454652777777,6.840456111111112,12.863644151206778,1852.3647577737759,346.3,-1991.0,2.0,985.0256800000001,-13.82638888888889,2.4048611111111113,0.25,-0.5
(CO2)13..I anion,4.552,C13IO26-,40,40,0,13,0,26,0,0,0,0,0,0,27,1,0.0,0.325,0.0,0.65,0.025,699.02147,17.47553675,7.9399999999999995,12.77261025,510.90441,125.25,3626.0,0.0,317.59999999999997,90.65,3.13125,0.3333333333333333,12.5
Ni(SC(CN)=C(CN)S)2 anion,4.56,C8N4NiS4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,339.0494,19.944082352941177,14.505882352941176,11.605808352941176,197.298742,44.79,1311.0,0.0,246.6,77.11764705882354,2.6347058823529412,0.25,12.0
H2PO4 anion,4.57,H2O4P-,7,5,2,0,0,4,1,0,0,0,0,0,5,0,0.2857142857142857,0.0,0.0,0.5714285714285714,0.0,96.985761998,13.855108856857143,7.887745714285714,13.165110742772,92.155775199404,20.35,508.0,0.0,55.21422,72.57142857142857,2.9071428571428575,0.3333333333333333,-1.0
(THF)12..I anion,4.58,C48H96IO12-,157,61,96,48,0,12,0,0,0,0,0,0,13,1,0.6114649681528662,0.3057324840764331,0.0,0.07643312101910828,0.006369426751592357,992.18847,6.319671783439491,6.825366624203822,12.865041029117144,2019.8114415713917,377.54,-2192.0,2.0,1071.58256,-13.961783439490446,2.4047133757961783,0.25,-0.5
(H2O)4..I anion,4.59,H8IO4-,13,5,8,0,0,4,0,0,0,0,0,0,5,1,0.6153846153846154,0.0,0.0,0.3076923076923077,0.07692307692307693,198.96447,15.304959230769231,6.9351446153846155,13.36237944597046,173.71093279761598,34.02,456.0,0.0,90.15688,35.07692307692308,2.616923076923077,0.3333333333333333,-4.5
C6F13 anion,4.6,C6F13-,19,19,0,6,0,0,0,0,13,0,0,0,13,13,0.0,0.3157894736842105,0.0,0.0,0.6842105263157895,319.045241106,16.791854795052632,6.1273684210526325,15.476757263157896,294.05838800000004,67.04,1622.5,0.0,116.42000000000002,85.39473684210526,3.5284210526315793,0.5,-0.5
C70F52 fullerene radical,4.6,C70F52,122,122,0,70,0,0,0,0,52,0,0,0,52,52,0.0,0.5737704918032787,0.0,0.0,0.4262295081967213,1828.686964424,14.989237413311475,8.077704918032786,13.886940983606557,1694.2068,385.46000000000004,6122.0,0.0,985.48,50.18032786885246,3.159508196721312,0.5,44.0
C70F54 fullerene radical,4.6,C70F54,124,124,0,70,0,0,0,0,54,0,0,0,54,54,0.0,0.5645161290322581,0.0,0.0,0.43548387096774194,1866.683770748,15.053901376999999,8.007741935483871,13.94397129032258,1729.05244,393.41999999999996,6379.0,0.0,992.96,51.443548387096776,3.1727419354838706,0.5,43.0
CoBr3 anion,4.6,Br3Co-,4,4,0,0,0,0,0,0,0,0,3,0,4,3,0.0,0.0,0.0,0.0,0.75,298.645194,74.6612985,29.5,10.83061,43.32244,10.759999999999998,646.0,0.0,118.0,161.5,2.6899999999999995,0.5,-1.5
BrO3 anion,4.6,BrO3-,4,4,0,0,0,3,0,0,0,0,1,0,4,1,0.0,0.0,0.0,0.75,0.25,127.901,31.97525,9.225,13.16699375,52.667975,13.280000000000001,601.0,0.0,36.9,150.25,3.3200000000000003,0.5,-0.5
(THF)13..I anion,4.6,C52H104IO13-,170,66,104,52,0,13,0,0,0,0,0,0,14,1,0.611764705882353,0.3058823529411765,0.0,0.07647058823529412,0.0058823529411764705,1064.29547,6.260561588235294,6.81258494117647,12.866224266876516,2187.2581253690078,408.78000000000003,-2393.0,2.0,1158.13944,-14.076470588235294,2.404588235294118,0.25,-0.5
HO2CCH2CO2 anion,4.601,C3H3O4-,10,7,3,3,0,4,0,0,0,0,0,0,4,0,0.3,0.3,0.0,0.4,0.0,103.053,10.305299999999999,6.862133,12.9048387799106,129.048387799106,28.009999999999998,402.0,1.0,68.62133,40.2,2.8009999999999997,0.3333333333333333,1.5
(CO2)6..Br anion,4.608,C6BrO12-,19,19,0,6,0,12,0,0,0,0,1,0,13,1,0.0,0.3157894736842105,0.0,0.631578947368421,0.05263157894736842,343.95799999999997,18.103052631578947,8.021052631578948,12.778536736842105,242.79219799999998,59.54,1768.0,0.0,152.4,93.05263157894737,3.1336842105263156,0.3333333333333333,5.5
(CrO3)4 radical anion,4.61,Cr4O12-,16,16,0,0,0,12,0,0,0,0,0,0,16,0,0.0,0.0,0.0,0.75,0.0,399.9724,24.998275,24.725,11.905168750000001,190.48270000000002,47.92,1912.0,0.0,395.6,119.5,2.995,0.5,0.0
Br3 anion,4.618,Br3-,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0.0,0.0,0.0,0.0,1.0,239.712,79.904,21.0,11.813809999999998,35.44143,8.879999999999999,588.0,0.0,63.0,196.0,2.9599999999999995,1.0,-1.5
(THF)14..I anion,4.619,C56H112IO14-,183,71,112,56,0,14,0,0,0,0,0,0,15,1,0.6120218579234973,0.30601092896174864,0.0,0.07650273224043716,0.00546448087431694,1136.40247,6.20984956284153,6.801619234972677,12.867239394353136,2354.704809166624,440.02000000000004,-2594.0,2.0,1244.69632,-14.174863387978142,2.40448087431694,0.25,-0.5
(THF)15..I anion,4.63,C60H120IO15-,196,76,120,60,0,15,0,0,0,0,0,0,16,1,0.6122448979591837,0.30612244897959184,0.0,0.07653061224489796,0.00510204081632653,1208.50947,6.165864642857143,6.792108163265307,12.868119862062448,2522.15149296424,471.26,-2795.0,2.0,1331.2532,-14.260204081632653,2.4043877551020407,0.25,-0.5
(THF)16..I anion,4.64,C64H128IO16-,209,81,128,64,0,16,0,0,0,0,0,0,17,1,0.6124401913875598,0.3062200956937799,0.0,0.07655502392344497,0.004784688995215311,1280.61647,6.127351531100478,6.783780287081339,12.868890797903617,2689.598176761856,502.5,-2996.0,2.0,1417.81008,-14.334928229665072,2.4043062200956937,0.24999999999999997,-0.5
Fe(SCN)3 anion,4.64,C3FeN3S3-,10,10,0,3,3,0,0,3,0,0,0,0,7,0,0.0,0.3,0.3,0.0,0.0,230.079,23.0079,17.630000000000003,11.63657521,116.3657521,26.34,1029.0,0.0,176.3,102.9,2.634,0.25,6.0
Cl3 anion,4.64,Cl3-,3,3,0,0,0,0,0,0,0,3,0,0,3,3,0.0,0.0,0.0,0.0,1.0,106.35000000000001,35.45,14.6,12.967633,38.902899,9.48,543.0,0.0,43.8,181.0,3.16,1.0,-1.5
AlS2 anion,4.66,AlS2-,3,3,0,0,0,0,0,2,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,91.10153840000001,30.36717946666667,32.199999999999996,8.901929666666668,26.705789000000003,6.7700000000000005,407.0,0.0,96.6,135.66666666666666,2.256666666666667,0.5,0.0
SiF4..F anion,4.66,F5Si-,6,6,0,0,0,0,0,0,5,0,0,0,6,5,0.0,0.0,0.0,0.0,0.8333333333333334,123.07701581,20.512835968333334,9.333333333333334,15.877630000000002,95.26578,21.799999999999997,668.5,0.0,56.0,111.41666666666667,3.633333333333333,0.5,-2.5
(THF)17..I anion,4.66,C68H136IO17-,222,86,136,68,0,17,0,0,0,0,0,0,18,1,0.6126126126126126,0.3063063063063063,0.0,0.07657657657657657,0.0045045045045045045,1352.72347,6.0933489639639635,6.776427747747748,12.869571443961586,2857.044860559472,533.74,-3197.0,2.0,1504.36696,-14.4009009009009,2.4042342342342344,0.24999999999999997,-0.5
(THF)19..I anion,4.66,C76H152IO19-,248,96,152,76,0,19,0,0,0,0,0,0,20,1,0.6129032258064516,0.3064516129032258,0.0,0.07661290322580645,0.004032258064516129,1496.9374699999998,6.0360381854838705,6.764035161290322,12.870718661914129,3191.938228154704,596.22,-3599.0,2.0,1677.48072,-14.512096774193548,2.4041129032258066,0.25,-0.5
IrF4 radical,4.67,F4Ir,5,5,0,0,0,0,0,0,4,0,0,0,5,4,0.0,0.0,0.0,0.0,0.8,268.210612648,53.6421225296,13.792000000000002,15.731660000000002,78.65830000000001,18.12,582.0,0.0,68.96000000000001,116.4,3.624,0.5,-2.0
(THF)18..I anion,4.67,C72H144IO18-,235,91,144,72,0,18,0,0,0,0,0,0,19,1,0.6127659574468085,0.30638297872340425,0.0,0.07659574468085106,0.00425531914893617,1424.8304699999999,6.063108382978723,6.769888680851063,12.870176784498247,3024.491544357088,564.98,-3398.0,2.0,1590.92384,-14.459574468085107,2.4041702127659574,0.25,-0.5
(THF)20..I anion,4.67,C80H160IO20-,261,101,160,80,0,20,0,0,0,0,0,0,21,1,0.6130268199233716,0.3065134099616858,0.0,0.07662835249042145,0.0038314176245210726,1569.0444699999998,6.011664636015325,6.758764750957855,12.871206559204293,3359.38491195232,627.46,-3800.0,2.0,1764.0376,-14.559386973180077,2.4040613026819924,0.25,-0.5
(H2O)35..O2CCO2 dianion,4.67,C2H70O39-2,111,41,70,2,0,39,0,0,0,0,0,0,39,0,0.6306306306306306,0.018018018018018018,0.0,0.35135135135135137,0.0,718.543,6.473360360360361,4.908087387387387,13.563199486298558,1505.51514297914,293.26,2589.0,35.0,544.7977,23.324324324324323,2.641981981981982,0.3333333333333333,-33.0
(THF)21..I anion,4.69,C84H168IO21-,274,106,168,84,0,21,0,0,0,0,0,0,22,1,0.6131386861313869,0.30656934306569344,0.0,0.07664233576642336,0.0036496350364963502,1641.15147,5.989603905109489,6.753994452554744,12.871648159671299,3526.831595749936,658.7,-4001.0,2.0,1850.59448,-14.602189781021897,2.404014598540146,0.25,-0.5
(THF)22..I anion,4.694,C88H176IO22-,287,111,176,88,0,22,0,0,0,0,0,0,23,1,0.6132404181184669,0.30662020905923343,0.0,0.07665505226480836,0.003484320557491289,1713.2584699999998,5.969541707317072,6.749656306620209,12.872049754521086,3694.278279547552,689.94,-4202.0,2.0,1937.15136,-14.641114982578397,2.40397212543554,0.25,-0.5
(THF)23..I anion,4.694,C92H184IO23-,300,116,184,92,0,23,0,0,0,0,0,0,24,1,0.6133333333333333,0.30666666666666664,0.0,0.07666666666666666,0.0033333333333333335,1785.36547,5.951218233333333,6.745694133333334,12.872416544483894,3861.724963345168,721.1800000000001,-4403.0,2.0,2023.7082400000002,-14.676666666666666,2.4039333333333337,0.24999999999999997,-0.5
Co(SC(CN)=C(CN)S)2 anion,4.7,C8CoN4S4-,17,17,0,8,4,0,0,4,0,0,0,0,9,0,0.0,0.47058823529411764,0.23529411764705882,0.0,0.0,339.289194,19.95818788235294,14.858823529411765,11.619992588235293,197.539874,44.76,1314.0,0.0,252.6,77.29411764705883,2.632941176470588,0.25,12.0
CoCl3 anion,4.7,Cl3Co-,4,4,0,0,0,0,0,0,0,3,0,0,4,3,0.0,0.0,0.0,0.0,0.75,165.283194,41.3207985,24.7,11.695977249999999,46.783908999999994,11.36,601.0,0.0,98.8,150.25,2.84,0.5,-1.5
IO3 anion,4.7,IO3-,4,4,0,0,0,3,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.75,0.25,174.90147000000002,43.725367500000004,12.2,12.82635025,51.305401,12.98,625.0,0.0,48.8,156.25,3.245,0.5,-0.5
(THF)24..I anion,4.7,C96H192IO24-,313,121,192,96,0,24,0,0,0,0,0,0,25,1,0.6134185303514377,0.30670926517571884,0.0,0.07667731629392971,0.003194888178913738,1857.4724700000002,5.934416837060703,6.742061086261981,12.872752866270874,4029.1716471427835,752.4200000000001,-4604.0,2.0,2110.26512,-14.70926517571885,2.403897763578275,0.25,-0.5
