Name, EA,formula,nAT,nSK,nH,nC,nN,nO,nP,nS,nF,nCl,nBr,nB,nHet,nX,H%,C%,N%,O%,X%,MW,AMW,Mp,Mi,Si,Se,Sr,H/C,Sp,Mv,Me,IDK,HDI
Diphenylmethane,0.156,C13H12,25,13,12,13,0,0,0,0,0,0,0,0,0,0,0.48,0.52,0.0,0.0,0.0,168.239,6.72956,8.039412800000001,12.382598367856959,309.56495919642396,59.55,-560.0,0.9230769230769231,200.98532,-22.4,2.3819999999999997,0.5,7.0
"Naphthalene, 2,6-dimethyl-",0.16,C12H12,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,156.228,6.5095,7.903555000000001,12.429361299850997,298.30467119642395,57.0,-552.0,1.0,189.68532000000002,-23.0,2.375,0.5,6.0
"Naphthalene, 1-methyl-",0.16,C11H10,21,11,10,11,0,0,0,0,0,0,0,0,0,0,0.47619047619047616,0.5238095238095238,0.0,0.0,0.0,142.201,6.77147619047619,8.065290476190476,12.373691142715236,259.84751399702,50.05,-468.0,0.9090909090909091,169.3711,-22.285714285714285,2.3833333333333333,0.5,6.0
"Methane, nitro-",0.172,CH3NO2,7,4,3,1,1,2,0,0,0,0,0,0,3,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,61.04,8.72,6.117332857142857,13.403690257015143,93.825831799106,19.07,294.0,3.0,42.82133,42.0,2.724285714285714,0.24999999999999997,0.5
"Naphthalene, 2,3-dimethyl-",0.173,C12H12,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,156.228,6.5095,7.903555000000001,12.429361299850997,298.30467119642395,57.0,-552.0,1.0,189.68532000000002,-23.0,2.375,0.5,6.0
Indene,0.173,C9H8,17,9,8,9,0,0,0,0,0,0,0,0,0,0,0.47058823529411764,0.5294117647058824,0.0,0.0,0.0,116.16299999999998,6.833117647058822,8.10334588235294,12.360592282212705,210.130068797616,40.55,-376.0,0.8888888888888888,137.75688,-22.11764705882353,2.385294117647059,0.5,5.0
(Ar)6..pyrazine radical anion,0.177,C4H4Ar6N2-,16,12,4,4,2,0,0,0,0,0,0,0,8,0,0.25,0.25,0.125,0.0,0.0,319.79,19.986875,9.0329025,13.9413013624255,223.060821798808,25.08,108.0,1.0,144.52644,6.75,1.5675,0.25,4.0
(benzene)2Ti anion,0.18,C12H12Ti-,25,13,12,12,0,0,0,0,0,0,0,0,1,0,0.48,0.48,0.0,0.0,0.0,204.095,8.1638,11.587412800000003,12.20531164785696,305.13279119642397,58.54,-466.0,1.0,289.68532000000005,-18.64,2.3416,0.3333333333333333,6.0
"Methylene, difluoro-",0.18,CF2,3,3,0,1,0,0,0,0,2,0,0,0,2,2,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,50.007806324,16.669268774666666,6.260000000000001,15.368642666666668,46.105928000000006,10.51,249.0,0.0,18.78,83.0,3.5033333333333334,0.5,0.0
"Benzoic acid, methyl ester",0.18,C8H8O2,18,10,8,8,0,2,0,0,0,0,0,0,2,0,0.4444444444444444,0.4444444444444444,0.0,0.1111111111111111,0.0,136.15,7.563888888888889,7.614271111111112,12.561438377645333,226.10589079761598,44.88,-98.0,1.0,137.05688,-5.444444444444445,2.4933333333333336,0.3333333333333333,4.0
"Benzene, pentamethyl-",0.182,C11H16,27,11,16,11,0,0,0,0,0,0,0,0,0,0,0.5925925925925926,0.4074074074074074,0.0,0.0,0.0,148.24899999999997,5.490703703703702,7.274583703703705,12.645856355378962,341.43812159523196,63.25,-696.0,1.4545454545454546,196.41376000000002,-25.77777777777778,2.3425925925925926,0.5,3.0
scandium,0.189,Sc,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,44.955907,44.955907,97.0,6.56149,6.56149,1.36,74.5,0.0,97.0,74.5,1.36,1.0,0.0
EtNO2 radical anion,0.191,C2H5NO2-,10,5,5,2,1,2,0,0,0,0,0,0,3,0,0.5,0.2,0.1,0.2,0.0,75.067,7.5066999999999995,6.313555,13.228298899851001,132.28298899851,26.02,210.0,2.5,63.13555,21.0,2.602,0.25,0.5
Xe..NO anion,0.193,NOXe-,3,3,0,0,1,1,0,0,0,0,0,0,3,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,161.299,53.766333333333336,13.340000000000002,13.4273429,40.2820287,9.08,321.0,0.0,40.02,107.0,3.026666666666667,0.3333333333333333,1.0
"Naphthalene, 2-ethyl-",0.195,C12H12,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,156.228,6.5095,7.903555000000001,12.429361299850997,298.30467119642395,57.0,-552.0,1.0,189.68532000000002,-23.0,2.375,0.5,6.0
"1,2-O2C-C6H4-CO2 dianion",0.2,C8H4O4-2,16,12,4,8,0,4,0,0,0,0,0,0,4,0,0.25,0.5,0.0,0.25,0.0,164.11599999999999,10.257249999999999,8.1017775,12.4342663999255,198.948262398808,42.96,324.0,0.5,129.62844,20.25,2.685,0.3333333333333333,6.0
(benzene)2..naphthalene radical anion,0.2,C22H20-,42,22,20,22,0,0,0,0,0,0,0,0,0,0,0.47619047619047616,0.5238095238095238,0.0,0.0,0.0,284.402,6.77147619047619,8.065290476190476,12.373691142715236,519.69502799404,100.1,-936.0,0.9090909090909091,338.7422,-22.285714285714285,2.3833333333333333,0.5,12.0
Au23,0.2,Au23,23,23,0,0,0,0,0,0,0,0,0,0,23,0,0.0,0.0,0.0,0.0,0.0,4530.23111,196.96657,36.0,9.225554,212.18774200000001,55.199999999999996,3151.0,0.0,828.0,137.0,2.4,1.0,0.0
(Ar)7..pyrazine radical anion,0.204,C4H4Ar7N2-,17,13,4,4,2,0,0,0,0,0,0,0,9,0,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.0,0.0,359.74,21.161176470588234,9.153496470588236,14.048260805812234,238.820433698808,25.08,108.0,1.0,155.60944,6.352941176470588,1.4752941176470586,0.25,4.0
Carbon monosulfide,0.205,CS,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0.5,0.0,0.0,0.0,44.071,22.0355,15.35,10.810149,21.620298,5.13,176.0,0.0,30.7,88.0,2.565,0.5,1.0
(Ar)3..NO anion,0.208,Ar3NO-,5,5,0,0,1,1,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0.0,149.856,29.9712,9.189800000000002,15.086204140000001,75.4310207,6.48,281.0,0.0,45.949000000000005,56.2,1.296,0.3333333333333333,1.0
"1,3-O2C-C6H4-CO2 dianion",0.21,C8H4O4-2,16,12,4,8,0,4,0,0,0,0,0,0,4,0,0.25,0.5,0.0,0.25,0.0,164.11599999999999,10.257249999999999,8.1017775,12.4342663999255,198.948262398808,42.96,324.0,0.5,129.62844,20.25,2.685,0.3333333333333333,6.0
Cu(NCS)2 anion,0.213,C2CuN2S2-,7,7,0,2,2,0,0,2,0,0,0,0,5,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,179.702,25.671714285714284,17.52857142857143,11.433605142857143,80.035236,18.24,690.0,0.0,122.7,98.57142857142857,2.6057142857142854,0.24999999999999997,4.0
"2,3,5,6-Tetrafluoroanisole",0.217,C7H4F4O,16,12,4,7,0,1,0,0,4,0,0,0,5,4,0.25,0.4375,0.0,0.0625,0.25,180.10161264799999,11.256350790499999,7.3367775,13.5328180874255,216.525089398808,46.01,441.0,0.5714285714285714,117.38844,27.5625,2.875625,0.25,3.0
CH2=CHCH(NMe2) anion,0.219,C5H10N-,16,6,10,5,1,0,0,0,0,0,0,0,1,0,0.625,0.3125,0.0625,0.0,0.0,84.142,5.258875,6.81069375,12.92624474981375,206.81991599702,37.79,-274.0,2.0,108.9711,-17.125,2.361875,0.3333333333333333,1.0
Nitrous oxide,0.22,N2O,3,3,0,0,2,1,0,0,0,0,0,0,3,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,44.013,14.671,6.7,14.228771666666667,42.686315,9.52,427.0,0.0,20.1,142.33333333333334,3.1733333333333333,0.5,2.0
Me2CO..naphthalene radical anion,0.22,C13H14O-,28,14,14,13,0,1,0,0,0,0,0,0,1,0,0.5,0.4642857142857143,0.0,0.03571428571428571,0.0,186.254,6.651928571428571,7.689269285714286,12.513567264136713,350.37988339582796,67.39,-501.0,1.0769230769230769,215.29954,-17.892857142857142,2.4067857142857143,0.3333333333333333,6.0
CH2=CHC(Me)2CH2 anion,0.221,C6H11-,17,6,11,6,0,0,0,0,0,0,0,0,0,0,0.6470588235294118,0.35294117647058826,0.0,0.0,0.0,83.154,4.891411764705882,6.9046005882352945,12.77320638804247,217.14450859672198,39.5,-466.0,1.8333333333333333,117.37821000000001,-27.41176470588235,2.323529411764706,0.5,0.5
LiO anion,0.221,LiO-,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,22.939,11.4695,84.70625000000001,9.504884998,19.009769996,4.42,194.0,0.0,169.41250000000002,97.0,2.21,0.5,0.0
nPrNO2 radical anion,0.223,C3H7NO2-,13,6,7,3,1,2,0,0,0,0,0,0,3,0,0.5384615384615384,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.0,89.09400000000001,6.853384615384616,6.419213076923077,13.133857399839538,170.740146197914,32.97,126.0,2.3333333333333335,83.44977,9.692307692307692,2.536153846153846,0.24999999999999997,0.5
Neopentyl radical,0.225,C5H11,16,5,11,5,0,0,0,0,0,0,0,0,0,0,0.6875,0.3125,0.0,0.0,0.0,71.143,4.4464375,6.629888125,12.867763787295125,205.884220596722,36.95,-458.0,2.2,106.07821,-28.625,2.309375,0.5,-0.5
"Disulfide, dimethyl",0.23,C2H6S2,10,4,6,2,0,0,0,2,0,0,0,0,2,0,0.6,0.2,0.0,0.0,0.0,94.19,9.419,8.844266,12.483120359821198,124.83120359821199,23.46,124.0,3.0,88.44265999999999,12.4,2.346,0.3333333333333333,-1.0
Cytosine,0.23,C4H5N3O,13,8,5,4,3,1,0,0,0,0,0,0,4,0,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,111.104,8.54646153846154,7.325811538461538,13.09644384603923,170.25376999851,33.76,351.0,1.25,95.23555,27.0,2.5969230769230767,0.25,4.5
Potassium fluoride,0.23,FK,2,2,0,0,0,0,0,0,1,0,0,0,2,1,0.0,0.0,0.0,0.0,0.5,58.096703162,29.048351581,146.72,10.881741865,21.76348373,4.8,265.5,0.0,293.44,132.75,2.4,0.5,-0.5
(Ar)8..pyrazine radical anion,0.231,C4H4Ar8N2-,18,14,4,4,2,0,0,0,0,0,0,0,10,0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,399.69,22.205,9.260691111111111,14.143335866600445,254.580045598808,25.08,108.0,1.0,166.69244,6.0,1.3933333333333333,0.25,4.0
"Cyclobutene, hexafluoro-",0.237,C4F6,10,10,0,4,0,0,0,0,6,0,0,0,6,6,0.0,0.4,0.0,0.0,0.6,162.03441897199997,16.203441897199998,6.764,14.957807200000001,149.57807200000002,34.08,739.0,0.0,67.64,73.9,3.408,0.5,1.0
cyclobuten-3-ide anion,0.24,C4H5-,9,4,5,4,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,53.083999999999996,5.898222222222222,7.526172222222223,12.559258333167778,113.03332499851,21.2,-222.0,1.25,67.73555,-24.666666666666668,2.3555555555555556,0.5,1.5
nBuNO2 radical anion,0.24,C4H9NO2-,16,7,9,4,1,2,0,0,0,0,0,0,3,0,0.5625,0.25,0.0625,0.125,0.0,103.121,6.4450625,6.485249375,13.074831462332375,209.197303397318,39.92,42.0,2.25,103.76399,2.625,2.495,0.25,0.5
(HF)3 radical anion,0.24,F3H3-,6,3,3,0,0,0,0,0,3,0,0,0,3,3,0.5,0.0,0.0,0.0,0.5,60.019209485999994,10.003201580999999,4.123555,15.510627299851,93.063763799106,18.54,271.5,0.0,24.741329999999998,45.25,3.09,0.5,-3.0
"Naphthalene, 1,4-dimethyl-",0.247,C12H12,24,12,12,12,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,156.228,6.5095,7.903555000000001,12.429361299850997,298.30467119642395,57.0,-552.0,1.0,189.68532000000002,-23.0,2.375,0.5,6.0
N2O..NO anion,0.248,N3O2-,5,5,0,0,3,2,0,0,0,0,0,0,5,0,0.0,0.0,0.6,0.4,0.0,74.019,14.8038,6.5600000000000005,14.1677,70.8385,16.0,708.0,0.0,32.800000000000004,141.6,3.2,0.5,3.0
(KI)4 radical anion,0.25,I4K4-,8,8,0,0,0,0,0,0,0,0,0,0,8,4,0.0,0.0,0.0,0.0,0.5,664.01108,83.001385,161.29999999999998,7.395949865,59.16759892,13.92,1428.0,0.0,1290.3999999999999,178.5,1.74,0.5,-2.0
benzene..pyrazine radical anion,0.25,C10H10N2-,22,12,10,10,2,0,0,0,0,0,0,0,2,0,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.0,0.0,158.20399999999998,7.191090909090908,7.857777272727273,12.620703908955454,277.65548599702,53.58,-168.0,1.0,172.8711,-7.636363636363637,2.4354545454545455,0.3333333333333333,7.0
Na2CS2,0.25,CNaS2,4,4,0,1,0,0,0,2,0,0,0,0,3,0,0.0,0.25,0.0,0.0,0.0,99.12076928,24.78019232,53.199999999999996,9.27984624,37.11938496,8.64,459.0,0.0,212.79999999999998,114.75,2.16,0.3333333333333333,1.0
Fluoromethyl radical,0.252,CH2F,4,2,2,1,0,0,0,0,1,0,0,0,1,1,0.5,0.25,0.0,0.0,0.25,33.025403161999996,8.256350790499999,6.013555,13.969994299850999,55.879977199403996,10.93,44.5,2.0,24.05422,11.125,2.7325,0.3333333333333333,-0.5
CH2=CHCH(OMe) anion,0.255,C4H7O-,12,5,7,4,0,1,0,0,0,0,0,0,1,0,0.5833333333333334,0.3333333333333333,0.0,0.08333333333333333,0.0,71.099,5.924916666666667,6.837480833333333,12.820687433159499,153.848249197914,29.040000000000003,-163.0,1.75,82.04977,-13.583333333333334,2.4200000000000004,0.3333333333333333,0.5
Benzonitrile,0.256,C7H5N,13,8,5,7,1,0,0,0,0,0,0,0,1,0,0.38461538461538464,0.5384615384615384,0.07692307692307693,0.0,0.0,103.124,7.932615384615384,8.387350000000001,12.411409153731539,161.34831899851,31.889999999999997,-100.0,0.7142857142857143,109.03555000000001,-7.6923076923076925,2.4530769230769227,0.3333333333333333,5.5
(Ar)9..pyrazine radical anion,0.257,C4H4Ar9N2-,19,15,4,4,2,0,0,0,0,0,0,0,11,0,0.21052631578947367,0.21052631578947367,0.10526315789473684,0.0,0.0,439.64,23.138947368421054,9.356602105263159,14.228403026253051,270.339657498808,25.08,108.0,1.0,177.77544,5.684210526315789,1.3199999999999998,0.24999999999999997,4.0
V2 anion,0.26,V2-,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,101.883,50.9415,87.0,6.746187,13.492374,3.26,158.0,0.0,174.0,79.0,1.63,1.0,0.0
(Ar)4..NO anion,0.265,Ar4NO-,6,6,0,0,1,1,0,0,0,0,0,0,6,0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,189.806,31.634333333333334,9.505333333333335,15.198438766666667,91.1906326,6.48,281.0,0.0,57.032000000000004,46.833333333333336,1.08,0.3333333333333333,1.0
H2S..NO anion,0.268,H2NOS-,5,3,2,0,1,1,0,1,0,0,0,0,3,0,0.4,0.0,0.2,0.2,0.0,64.08200000000001,12.816400000000002,8.222843999999998,13.1418128398808,65.709064199404,13.46,389.0,0.0,41.114219999999996,77.8,2.692,0.25,0.0
CsO radical anion,0.273,CsO-,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.5,0.0,148.90445196,74.45222598,203.1,8.755980363715,17.51196072743,4.23,302.0,0.0,406.2,151.0,2.115,0.5,0.0
"Naphthalene, 1-chloro-",0.277,C10H7Cl,18,11,7,10,0,0,0,0,0,1,0,0,1,1,0.3888888888888889,0.5555555555555556,0.0,0.0,0.05555555555555555,162.61599999999999,9.03422222222222,8.841653888888889,12.264419733217444,220.75955519791398,44.06,-165.0,0.7,159.14977,-9.166666666666666,2.447777777777778,0.3333333333333333,6.0
Fluorene,0.278,C13H10,23,13,10,13,0,0,0,0,0,0,0,0,0,0,0.43478260869565216,0.5652173913043478,0.0,0.0,0.0,166.223,7.22708695652174,8.346569565217392,12.276873478131304,282.36808999702,55.15,-484.0,0.7692307692307693,191.9711,-21.043478260869566,2.3978260869565218,0.5,8.0
boron,0.28,B,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,10.81,10.81,20.5,8.298019,8.298019,2.04,1.0,0.0,20.5,1.0,2.04,1.0,0.0
(naphthalene)3 radical anion,0.28,C30H24-,54,30,24,30,0,0,0,0,0,0,0,0,0,0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,384.522,7.120777777777778,8.280937777777778,12.29946426653422,664.1710703928479,129.3,-1152.0,0.8,447.17064,-21.333333333333332,2.394444444444445,0.5,18.0
(biphenyl)3 radical anion,0.28,C36H30-,66,36,30,36,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,462.63599999999997,7.009636363636363,8.212322727272728,12.323081908955455,813.32340599106,157.8,-1428.0,0.8333333333333334,542.0133000000001,-21.636363636363637,2.390909090909091,0.5,21.0
(m-terphenyl)2 radical anion,0.28,C36H28-,64,36,28,36,0,0,0,0,0,0,0,0,0,0,0.4375,0.5625,0.0,0.0,0.0,460.61999999999995,7.197187499999999,8.328110625,12.283227137369625,786.126536791656,153.4,-1352.0,0.7777777777777778,532.99908,-21.125,2.396875,0.5,22.0
mF-C6H4CH2OPh radical,0.282,C13H11FO,26,15,11,13,0,1,0,0,1,0,0,0,2,1,0.4230769230769231,0.5,0.0,0.038461538461538464,0.038461538461538464,202.228403162,7.778015506230769,7.904546538461539,12.577207676797,327.007399596722,64.77,-258.5,0.8461538461538461,205.51821,-9.942307692307692,2.491153846153846,0.25,7.0
(Ar)10..pyrazine radical anion,0.282,C4H4Ar10N2-,20,16,4,4,2,0,0,0,0,0,0,0,12,0,0.2,0.2,0.1,0.0,0.0,479.59,23.979499999999998,9.442922,14.304963469940398,286.09926939880796,25.08,108.0,1.0,188.85844,5.4,1.254,0.25,4.0
Triphenylene,0.285,C18H12,30,18,12,18,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.0,0.0,0.0,228.29399999999998,7.609799999999999,8.582844,12.1955466398808,365.86639919642397,72.3,-600.0,0.6666666666666666,257.48532,-20.0,2.4099999999999997,0.5,12.0
H2O..adenine radical anion,0.29,C5H7N5O-,18,11,7,5,5,1,0,0,0,0,0,0,6,0,0.3888888888888889,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.0,153.14499999999998,8.508055555555554,7.241653888888889,13.209954844328555,237.77918719791398,46.79,559.0,1.4,130.34977,31.055555555555557,2.5994444444444444,0.25,6.5
H2O..thymine radical anion,0.3,C5H8N2O3-,18,10,8,5,2,3,0,0,0,0,0,0,5,0,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.16666666666666666,0.0,144.13,8.007222222222222,6.847604444444444,13.05618565542311,235.01134179761598,46.75,353.0,1.6,123.25688,19.61111111111111,2.5972222222222223,0.24999999999999997,3.0
O2CCðCCO2 dianion,0.3,C4O4-2,8,8,0,4,0,4,0,0,0,0,0,0,4,0,0.0,0.5,0.0,0.5,0.0,112.03999999999999,14.004999999999999,8.3,12.4391715,99.513372,23.96,508.0,0.0,66.4,63.5,2.995,0.5,4.0
Borane(1),0.3,BH,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0.0,0.0,0.0,0.0,11.818000000000001,5.909000000000001,12.503555,10.948226799851,21.896453599702,4.24,-37.0,0.0,25.00711,-18.5,2.12,0.5,-0.5
CeI2 radical,0.3,CeI2,3,3,0,0,0,0,0,0,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.6666666666666666,393.92494,131.30831333333333,90.26666666666667,8.813690666666666,26.441072,6.44,541.0,0.0,270.8,180.33333333333334,2.146666666666667,0.5,-1.0
"Acetonitrile, trichloro-",0.3,C2Cl3N,6,6,0,2,1,0,0,0,0,3,0,0,4,3,0.0,0.3333333333333333,0.16666666666666666,0.0,0.5,144.37900000000002,24.06316666666667,12.299999999999999,12.659600833333334,75.957605,17.62,673.0,0.0,73.8,112.16666666666667,2.936666666666667,0.3333333333333333,1.5
